Id,satisfaction_v2,Gate location,Cleanliness
56975,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
27739,satisfied,Peu satisfait,Tres satisfait
82577,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
62919,satisfied,"Ni satisfait, ni insatisfait",Satisfait
23237,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
39544,satisfied,Pas du tout satisfait,Pas du tout satisfait
46124,dissatisfied,Pas du tout satisfait,Satisfait
78316,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
12391,dissatisfied,Pas du tout satisfait,Tres satisfait
123565,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
65698,satisfied,Satisfait,Satisfait
95648,satisfied,Peu satisfait,Satisfait
4927,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
88375,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
59009,satisfied,Peu satisfait,Tres satisfait
112151,satisfied,Tres satisfait,Satisfait
60619,satisfied,Satisfait,Tres satisfait
123678,satisfied,Tres satisfait,Tres satisfait
107741,satisfied,"Ni satisfait, ni insatisfait",Satisfait
68600,dissatisfied,Peu satisfait,Pas du tout satisfait
108334,satisfied,Pas du tout satisfait,Satisfait
119544,satisfied,Peu satisfait,Tres satisfait
59946,satisfied,"Ni satisfait, ni insatisfait",Satisfait
108617,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
89635,satisfied,Satisfait,Satisfait
125120,satisfied,Peu satisfait,Tres satisfait
74928,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
37922,dissatisfied,Satisfait,Satisfait
94794,satisfied,Tres satisfait,Satisfait
77889,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
545,satisfied,Pas du tout satisfait,Satisfait
24138,dissatisfied,Satisfait,Tres satisfait
40918,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
17999,satisfied,Pas du tout satisfait,Satisfait
92967,satisfied,Satisfait,Satisfait
58525,satisfied,Pas du tout satisfait,Tres satisfait
62941,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
96468,satisfied,Peu satisfait,Satisfait
103490,satisfied,Tres satisfait,Satisfait
85740,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
105609,satisfied,Satisfait,Satisfait
57930,satisfied,Pas du tout satisfait,Tres satisfait
56734,satisfied,Pas du tout satisfait,Peu satisfait
36268,satisfied,Peu satisfait,Satisfait
118317,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
2582,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
23530,dissatisfied,Satisfait,Satisfait
43096,dissatisfied,Satisfait,Tres satisfait
35172,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
20684,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
62143,satisfied,"Ni satisfait, ni insatisfait",Satisfait
24234,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
93834,satisfied,Satisfait,Tres satisfait
95969,satisfied,Pas du tout satisfait,Pas du tout satisfait
124780,satisfied,Tres satisfait,Tres satisfait
105457,satisfied,Pas du tout satisfait,Satisfait
16275,dissatisfied,Peu satisfait,Satisfait
123250,satisfied,Peu satisfait,Tres satisfait
25157,dissatisfied,Peu satisfait,Satisfait
96439,satisfied,Pas du tout satisfait,Satisfait
87629,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
36712,dissatisfied,Pas du tout satisfait,Satisfait
68173,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
51725,dissatisfied,Satisfait,Tres satisfait
105556,dissatisfied,Tres satisfait,Satisfait
112682,satisfied,Pas du tout satisfait,Satisfait
47453,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
114803,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
52664,dissatisfied,Peu satisfait,Tres satisfait
11579,satisfied,Tres satisfait,Satisfait
118183,satisfied,Peu satisfait,Tres satisfait
42599,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
93047,satisfied,Satisfait,Satisfait
13578,satisfied,Peu satisfait,Satisfait
7137,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
50125,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
89978,satisfied,Pas du tout satisfait,Satisfait
53033,dissatisfied,Peu satisfait,Peu satisfait
93160,satisfied,Pas du tout satisfait,Satisfait
86666,satisfied,"Ni satisfait, ni insatisfait",Satisfait
10366,satisfied,Pas du tout satisfait,Satisfait
3012,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
113068,satisfied,Tres satisfait,Tres satisfait
80298,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
6229,dissatisfied,Pas du tout satisfait,Tres satisfait
129174,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
118510,satisfied,Pas du tout satisfait,Tres satisfait
23907,satisfied,Satisfait,Tres satisfait
50934,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
54563,dissatisfied,Satisfait,Satisfait
80568,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
68497,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
49767,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
127139,satisfied,Tres satisfait,Tres satisfait
125242,satisfied,Peu satisfait,Pas du tout satisfait
68076,dissatisfied,Tres satisfait,Pas du tout satisfait
83050,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
39447,satisfied,Tres satisfait,Satisfait
80252,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
73491,dissatisfied,Satisfait,Satisfait
29254,dissatisfied,Peu satisfait,Satisfait
14553,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
76297,dissatisfied,Satisfait,Peu satisfait
118063,satisfied,Tres satisfait,Tres satisfait
82051,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
99479,dissatisfied,Pas du tout satisfait,Satisfait
69229,dissatisfied,Peu satisfait,Peu satisfait
47935,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
111526,satisfied,Satisfait,Satisfait
19883,dissatisfied,Peu satisfait,Satisfait
21926,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
112241,satisfied,"Ni satisfait, ni insatisfait",Satisfait
68167,dissatisfied,Tres satisfait,Pas du tout satisfait
83048,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
104910,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
98244,satisfied,Satisfait,Satisfait
50182,dissatisfied,Satisfait,Satisfait
48747,dissatisfied,Satisfait,Satisfait
66205,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
61518,satisfied,Pas du tout satisfait,Tres satisfait
122295,satisfied,Peu satisfait,Tres satisfait
1497,satisfied,Peu satisfait,Peu satisfait
76761,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
8643,satisfied,Peu satisfait,Satisfait
86799,dissatisfied,Satisfait,Satisfait
32475,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
57249,satisfied,Satisfait,Tres satisfait
14922,dissatisfied,Satisfait,Tres satisfait
34627,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
118801,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
80876,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
55756,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
10757,dissatisfied,Peu satisfait,Peu satisfait
49254,dissatisfied,Satisfait,Satisfait
118733,satisfied,Satisfait,Tres satisfait
10671,satisfied,Satisfait,Satisfait
15911,satisfied,"Ni satisfait, ni insatisfait",Satisfait
100018,satisfied,Pas du tout satisfait,Satisfait
862,satisfied,"Ni satisfait, ni insatisfait",Satisfait
39972,satisfied,Tres satisfait,Satisfait
50191,dissatisfied,Satisfait,Satisfait
11748,satisfied,"Ni satisfait, ni insatisfait",Satisfait
104438,satisfied,"Ni satisfait, ni insatisfait",Satisfait
64855,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
66424,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
100832,satisfied,Peu satisfait,Peu satisfait
64447,satisfied,Satisfait,Pas du tout satisfait
27801,satisfied,Satisfait,Tres satisfait
125585,satisfied,Pas du tout satisfait,Tres satisfait
86096,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
63618,satisfied,Pas du tout satisfait,Peu satisfait
40469,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
106358,satisfied,"Ni satisfait, ni insatisfait",Satisfait
6275,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
71088,satisfied,Satisfait,Peu satisfait
121238,satisfied,Satisfait,Satisfait
47646,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
80917,satisfied,Peu satisfait,Pas du tout satisfait
98002,satisfied,Pas du tout satisfait,Satisfait
53469,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
34759,dissatisfied,Peu satisfait,Peu satisfait
59218,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
84408,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
111078,satisfied,Peu satisfait,Tres satisfait
107004,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
45847,dissatisfied,Pas du tout satisfait,Satisfait
87759,satisfied,Tres satisfait,Satisfait
51236,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
53026,dissatisfied,Peu satisfait,Pas du tout satisfait
71881,dissatisfied,Peu satisfait,Peu satisfait
125885,satisfied,Pas du tout satisfait,Tres satisfait
115277,satisfied,Satisfait,Tres satisfait
124726,satisfied,Satisfait,Tres satisfait
22571,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
3682,dissatisfied,Pas du tout satisfait,Tres satisfait
94972,satisfied,Pas du tout satisfait,Tres satisfait
98033,satisfied,Tres satisfait,Satisfait
102865,satisfied,Pas du tout satisfait,Tres satisfait
40306,satisfied,"Ni satisfait, ni insatisfait",Satisfait
14566,satisfied,Satisfait,Satisfait
58629,dissatisfied,Pas du tout satisfait,Tres satisfait
59294,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
44458,dissatisfied,Satisfait,Tres satisfait
79824,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
74175,satisfied,Satisfait,Peu satisfait
40690,satisfied,Peu satisfait,Satisfait
122108,satisfied,Pas du tout satisfait,Tres satisfait
91264,satisfied,Pas du tout satisfait,Satisfait
16371,dissatisfied,Satisfait,Tres satisfait
72342,dissatisfied,Tres satisfait,Peu satisfait
71767,satisfied,Tres satisfait,Peu satisfait
46085,dissatisfied,Pas du tout satisfait,Peu satisfait
89636,satisfied,Satisfait,Tres satisfait
108795,satisfied,Satisfait,Satisfait
66385,dissatisfied,Satisfait,Pas du tout satisfait
129742,dissatisfied,Pas du tout satisfait,Peu satisfait
35309,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
25730,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
84078,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
69543,dissatisfied,Tres satisfait,Pas du tout satisfait
56648,satisfied,Pas du tout satisfait,Tres satisfait
91811,satisfied,Pas du tout satisfait,Tres satisfait
31458,dissatisfied,Satisfait,Satisfait
76293,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
45506,dissatisfied,Tres satisfait,Satisfait
58157,satisfied,Peu satisfait,Tres satisfait
108078,satisfied,Tres satisfait,Satisfait
123965,satisfied,Satisfait,Tres satisfait
123235,satisfied,Tres satisfait,Tres satisfait
31508,dissatisfied,Tres satisfait,Satisfait
86363,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
34435,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
67604,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
41341,dissatisfied,Tres satisfait,Satisfait
32892,satisfied,"Ni satisfait, ni insatisfait",Satisfait
109749,satisfied,Satisfait,Tres satisfait
128377,satisfied,Tres satisfait,Tres satisfait
9167,dissatisfied,Satisfait,Satisfait
65819,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
107915,satisfied,Satisfait,Satisfait
16681,satisfied,Pas du tout satisfait,Satisfait
22285,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
80999,dissatisfied,Peu satisfait,Pas du tout satisfait
103705,satisfied,Tres satisfait,Satisfait
21819,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
88312,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
61111,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
49227,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
116671,satisfied,Satisfait,Tres satisfait
109431,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
65345,satisfied,Satisfait,Satisfait
55577,dissatisfied,Tres satisfait,Satisfait
97613,satisfied,Pas du tout satisfait,Satisfait
108756,satisfied,Peu satisfait,Satisfait
18241,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
114623,satisfied,Peu satisfait,Pas du tout satisfait
124925,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
4614,satisfied,Peu satisfait,Peu satisfait
1669,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
127214,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
121394,satisfied,Peu satisfait,Tres satisfait
60866,satisfied,Tres satisfait,Satisfait
81752,dissatisfied,Peu satisfait,Peu satisfait
82084,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
58249,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
126271,satisfied,Tres satisfait,Tres satisfait
12245,dissatisfied,Pas du tout satisfait,Peu satisfait
72765,dissatisfied,Satisfait,Peu satisfait
82510,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
23026,satisfied,Satisfait,Tres satisfait
63356,satisfied,Satisfait,Tres satisfait
53947,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
31936,dissatisfied,Satisfait,Tres satisfait
22333,dissatisfied,Satisfait,Satisfait
121761,satisfied,Satisfait,Tres satisfait
39694,satisfied,Peu satisfait,Tres satisfait
29691,dissatisfied,Peu satisfait,Satisfait
117978,satisfied,Peu satisfait,Satisfait
125181,satisfied,Peu satisfait,Tres satisfait
22709,satisfied,Tres satisfait,Tres satisfait
43143,dissatisfied,Satisfait,Pas du tout satisfait
13860,satisfied,Satisfait,Satisfait
79832,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
93974,satisfied,"Ni satisfait, ni insatisfait",Satisfait
9492,satisfied,Peu satisfait,Tres satisfait
28586,dissatisfied,Pas du tout satisfait,Satisfait
119162,satisfied,Satisfait,Tres satisfait
80308,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
3916,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
24963,satisfied,Pas du tout satisfait,Satisfait
57414,satisfied,Tres satisfait,Tres satisfait
115120,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
113266,satisfied,Satisfait,Tres satisfait
10664,dissatisfied,Pas du tout satisfait,Tres satisfait
63820,satisfied,Pas du tout satisfait,Satisfait
3560,dissatisfied,Pas du tout satisfait,Tres satisfait
13895,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
120595,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
76905,dissatisfied,Tres satisfait,Satisfait
62657,satisfied,Pas du tout satisfait,Satisfait
126887,satisfied,Satisfait,Satisfait
36464,satisfied,Pas du tout satisfait,Satisfait
99828,satisfied,Satisfait,Satisfait
5197,dissatisfied,Satisfait,Satisfait
115878,satisfied,Peu satisfait,Tres satisfait
46996,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
38624,satisfied,"Ni satisfait, ni insatisfait",Satisfait
116666,satisfied,Tres satisfait,Tres satisfait
70330,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
120860,satisfied,Tres satisfait,Tres satisfait
95348,satisfied,Pas du tout satisfait,Tres satisfait
89915,satisfied,Peu satisfait,Satisfait
117721,satisfied,Satisfait,Tres satisfait
60730,satisfied,Tres satisfait,Tres satisfait
23344,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
78254,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
8763,satisfied,Peu satisfait,Satisfait
77160,dissatisfied,Pas du tout satisfait,Peu satisfait
84957,dissatisfied,Pas du tout satisfait,Satisfait
46733,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
26013,satisfied,Pas du tout satisfait,Tres satisfait
41702,dissatisfied,Peu satisfait,Peu satisfait
53677,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
112934,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
22642,satisfied,Tres satisfait,Peu satisfait
44373,dissatisfied,Peu satisfait,Pas du tout satisfait
103534,satisfied,Tres satisfait,Satisfait
48439,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
126668,satisfied,Peu satisfait,Tres satisfait
12112,satisfied,Peu satisfait,Satisfait
90188,satisfied,Tres satisfait,Pas du tout satisfait
47698,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
119661,satisfied,Peu satisfait,Tres satisfait
28334,satisfied,Satisfait,Tres satisfait
27323,dissatisfied,Satisfait,Tres satisfait
94745,satisfied,Pas du tout satisfait,Satisfait
16122,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
116866,satisfied,Pas du tout satisfait,Tres satisfait
35119,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
116149,satisfied,Tres satisfait,Pas du tout satisfait
54302,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
23483,dissatisfied,Satisfait,Tres satisfait
28944,dissatisfied,Pas du tout satisfait,Tres satisfait
96493,satisfied,Tres satisfait,Satisfait
121647,satisfied,Pas du tout satisfait,Tres satisfait
62430,satisfied,Tres satisfait,Satisfait
13969,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
116825,satisfied,Pas du tout satisfait,Tres satisfait
119201,satisfied,Satisfait,Satisfait
69773,satisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
88238,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
16202,dissatisfied,Satisfait,Satisfait
105840,satisfied,Pas du tout satisfait,Satisfait
19875,satisfied,Tres satisfait,Satisfait
17184,dissatisfied,Peu satisfait,Tres satisfait
54898,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
4718,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
52332,satisfied,Pas du tout satisfait,Tres satisfait
107988,satisfied,Pas du tout satisfait,Tres satisfait
67962,dissatisfied,Peu satisfait,Pas du tout satisfait
8919,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
114951,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
24745,dissatisfied,Pas du tout satisfait,Satisfait
110417,satisfied,Satisfait,Tres satisfait
77636,satisfied,Pas du tout satisfait,Peu satisfait
7590,dissatisfied,Satisfait,Satisfait
58286,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
113706,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
109133,satisfied,Satisfait,Satisfait
94316,satisfied,Peu satisfait,Satisfait
35267,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
30890,dissatisfied,Satisfait,Tres satisfait
47399,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
4164,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
76847,dissatisfied,Peu satisfait,Peu satisfait
108699,satisfied,Pas du tout satisfait,Satisfait
63955,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
121502,satisfied,Peu satisfait,Tres satisfait
59794,satisfied,"Ni satisfait, ni insatisfait",Satisfait
51020,dissatisfied,Satisfait,Peu satisfait
17729,satisfied,Tres satisfait,Satisfait
75739,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
128827,satisfied,Pas du tout satisfait,Tres satisfait
126989,satisfied,Pas du tout satisfait,Tres satisfait
106822,satisfied,Satisfait,Satisfait
107083,satisfied,Tres satisfait,Satisfait
41559,dissatisfied,Pas du tout satisfait,Satisfait
3773,satisfied,Satisfait,Pas du tout satisfait
5183,dissatisfied,Satisfait,Satisfait
115807,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
60729,satisfied,Tres satisfait,Tres satisfait
119550,satisfied,Pas du tout satisfait,Tres satisfait
126244,satisfied,Pas du tout satisfait,Tres satisfait
73179,dissatisfied,Peu satisfait,Peu satisfait
16576,dissatisfied,Pas du tout satisfait,Satisfait
124476,satisfied,Tres satisfait,Tres satisfait
112352,satisfied,Pas du tout satisfait,Satisfait
102734,satisfied,"Ni satisfait, ni insatisfait",Satisfait
68592,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
84968,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
84811,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
36204,dissatisfied,Tres satisfait,Tres satisfait
49182,dissatisfied,Tres satisfait,Satisfait
29668,satisfied,Tres satisfait,Tres satisfait
39990,satisfied,Pas du tout satisfait,Satisfait
68155,dissatisfied,Tres satisfait,Pas du tout satisfait
86364,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
73668,dissatisfied,Peu satisfait,Peu satisfait
40683,satisfied,Peu satisfait,Satisfait
50031,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
35945,satisfied,Satisfait,Tres satisfait
56889,satisfied,Peu satisfait,Satisfait
60519,satisfied,Satisfait,Tres satisfait
65604,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
23691,satisfied,Tres satisfait,Tres satisfait
62572,satisfied,Pas du tout satisfait,Tres satisfait
25958,satisfied,Satisfait,Tres satisfait
27475,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
86231,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
30869,dissatisfied,Satisfait,Tres satisfait
51295,dissatisfied,Peu satisfait,Peu satisfait
1176,satisfied,Peu satisfait,Peu satisfait
76095,dissatisfied,Pas du tout satisfait,Peu satisfait
36503,satisfied,"Ni satisfait, ni insatisfait",Satisfait
102791,satisfied,Peu satisfait,Satisfait
26117,satisfied,Tres satisfait,Tres satisfait
52117,dissatisfied,Satisfait,Satisfait
10637,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
26720,satisfied,Tres satisfait,Tres satisfait
73878,dissatisfied,Tres satisfait,Peu satisfait
86277,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
54507,dissatisfied,Satisfait,Satisfait
100622,satisfied,Satisfait,Satisfait
95388,satisfied,"Ni satisfait, ni insatisfait",Satisfait
21612,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
83403,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
27143,satisfied,Pas du tout satisfait,Tres satisfait
107704,satisfied,Peu satisfait,Satisfait
55808,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
21247,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
88062,satisfied,Pas du tout satisfait,Peu satisfait
46742,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
93243,dissatisfied,Peu satisfait,Peu satisfait
74789,dissatisfied,Peu satisfait,Peu satisfait
13059,satisfied,Peu satisfait,Satisfait
120153,satisfied,Satisfait,Tres satisfait
81556,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
37640,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
98469,dissatisfied,Satisfait,Satisfait
12188,dissatisfied,Tres satisfait,Pas du tout satisfait
66985,dissatisfied,Tres satisfait,Satisfait
64057,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
127852,satisfied,Satisfait,Tres satisfait
105559,satisfied,Pas du tout satisfait,Tres satisfait
11985,satisfied,Pas du tout satisfait,Satisfait
35898,dissatisfied,Satisfait,Pas du tout satisfait
104343,satisfied,Pas du tout satisfait,Satisfait
69644,dissatisfied,Satisfait,Peu satisfait
50667,dissatisfied,Pas du tout satisfait,Satisfait
23463,satisfied,Tres satisfait,Tres satisfait
93005,satisfied,Satisfait,Satisfait
28761,satisfied,Satisfait,Tres satisfait
23204,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
36044,dissatisfied,Satisfait,Satisfait
22069,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
117547,satisfied,Peu satisfait,Tres satisfait
68790,dissatisfied,Pas du tout satisfait,Satisfait
32282,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
82532,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
82126,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
57380,dissatisfied,Tres satisfait,Pas du tout satisfait
94692,satisfied,Satisfait,Tres satisfait
129427,satisfied,Peu satisfait,Tres satisfait
87580,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
88803,satisfied,"Ni satisfait, ni insatisfait",Satisfait
9967,satisfied,Pas du tout satisfait,Tres satisfait
56229,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
33210,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
47849,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
117310,satisfied,Peu satisfait,Satisfait
102053,satisfied,"Ni satisfait, ni insatisfait",Satisfait
24863,satisfied,Tres satisfait,Tres satisfait
39008,satisfied,Pas du tout satisfait,Tres satisfait
84633,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
33493,dissatisfied,Peu satisfait,Peu satisfait
11448,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
28528,dissatisfied,Satisfait,Pas du tout satisfait
96028,satisfied,Tres satisfait,Tres satisfait
22925,satisfied,Peu satisfait,Tres satisfait
118291,satisfied,Pas du tout satisfait,Pas du tout satisfait
123197,satisfied,Pas du tout satisfait,Tres satisfait
110262,dissatisfied,Peu satisfait,Peu satisfait
88335,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
66429,dissatisfied,Pas du tout satisfait,Peu satisfait
4028,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
41868,dissatisfied,Peu satisfait,Peu satisfait
73030,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
55025,dissatisfied,Satisfait,Tres satisfait
96290,satisfied,Satisfait,Satisfait
81369,satisfied,Peu satisfait,Tres satisfait
28937,dissatisfied,Pas du tout satisfait,Tres satisfait
114179,satisfied,Satisfait,Tres satisfait
82575,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
62163,satisfied,Tres satisfait,Satisfait
57914,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
12565,satisfied,Tres satisfait,Tres satisfait
58734,satisfied,Pas du tout satisfait,Satisfait
9200,dissatisfied,Satisfait,Satisfait
39630,satisfied,Peu satisfait,Pas du tout satisfait
15120,dissatisfied,Satisfait,Satisfait
103874,satisfied,Peu satisfait,Satisfait
81360,dissatisfied,Tres satisfait,Satisfait
50239,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
